,AGENCY,PDATE,DDATE,LOR,MIN_DAILY_FARE,AVG_DAILY_FARE,MONTH_PDATE,DAY_PDATE
12433,ZT,2019-01-05,2019-01-11,6,21.00166667,31.718375001277998,01,05
12180,ZL,2019-01-05,2019-01-12,7,55.03857143,68.339186562266,01,05
2220,ZD,2019-01-05,2019-01-13,8,26.52875,48.199658119658004,01,05
5642,ZD,2019-01-05,2019-01-10,5,37.564,65.490855555556,01,05
3897,ZE,2019-01-05,2019-01-14,9,20.95888889,62.984244227596996,01,05
5643,ZI,2019-01-05,2019-01-10,5,37.978,77.200677777778,01,05
5676,AL,2019-01-05,2019-01-07,2,22.42,60.946595441595,01,05
5652,ZD,2019-01-05,2019-01-09,4,38.8175,67.534018987342,01,05
5661,ET,2019-01-05,2019-01-13,8,21.48125,59.340806564245995,01,05
5581,ZE,2019-01-06,2019-01-08,2,31.96,70.805635391924,01,06
7400,ZE,2019-01-06,2019-01-11,5,27.852,62.29514586994701,01,06
7399,ZL,2019-01-06,2019-01-15,9,53.64666667,74.703670701155,01,06
10658,ZL,2019-01-06,2019-01-08,2,89.055,96.53899784482799,01,06
8810,ZD,2019-01-06,2019-01-07,1,28.8,66.438384955752,01,06
10657,ZT,2019-01-06,2019-01-08,2,24.965,25.064623655914,01,06
3827,AL,2019-01-06,2019-01-07,1,34.46,81.7169527897,01,06
5660,ET,2019-01-06,2019-01-15,9,22.78666667,59.591666667467,01,06
5657,ZD,2019-01-06,2019-01-12,6,32.14333333,57.406834416039,01,06
10659,ZL,2019-01-06,2019-01-10,4,91.355,104.116767515924,01,06
3890,ZT,2019-01-06,2019-01-09,3,24.96333333,30.502881878423,01,06
3891,ET,2019-01-06,2019-01-09,3,29.93333333,67.41994454767101,01,06
5656,ZE,2019-01-06,2019-01-12,6,23.40833333,52.004188351729,01,06
3898,AL,2019-01-06,2019-01-15,9,21.02777778,56.398069397043,01,06
12466,ET,2019-01-06,2019-01-11,5,30.384,80.226012698413,01,06
3916,ZD,2019-01-06,2019-01-14,8,23.84625,48.86113898026301,01,06
3887,ZE,2019-01-06,2019-01-13,7,20.25142857,47.680322003542,01,06
7480,AL,2019-01-06,2019-01-11,5,30.4,76.674171974522,01,06
2211,ZR,2019-01-06,2019-01-12,6,21.06833333,28.395938188509998,01,06
3917,ZI,2019-01-06,2019-01-14,8,24.215,49.589424342105,01,06
12465,ZE,2019-01-06,2019-01-15,9,19.06555556,56.63673412675,01,06
333,ZT,2019-01-06,2019-01-07,1,24.97,31.676291390728,01,06
12345,ZI,2019-01-06,2019-01-13,7,24.88428571,48.680183270066,01,06
12281,ZR,2019-01-06,2019-01-14,8,17.5125,31.348687707641,01,06
8826,ZD,2019-01-06,2019-01-09,3,38.81666667,61.692430427551,01,06
8948,ET,2019-01-06,2019-01-08,2,30.76,73.084935483871,01,06
12280,ZL,2019-01-06,2019-01-14,8,54.1675,74.953632305195,01,06
2307,ZT,2019-01-06,2019-01-12,6,21.00166667,26.86667202717,01,06
9129,ZI,2019-01-06,2019-01-15,9,23.69444444,49.322236746765,01,06
12263,AL,2019-01-06,2019-01-09,3,27.34,75.492130141289,01,06
10635,AL,2019-01-06,2019-01-13,7,22.22,54.368566836976996,01,06
12252,ZI,2019-01-06,2019-01-07,1,32.5,78.237158590308,01,06
12184,ZD,2019-01-06,2019-01-08,2,38.82,63.049822222222005,01,06
2218,ZI,2019-01-06,2019-01-11,5,34.328,66.77507936507901,01,06
12172,ET,2019-01-06,2019-01-07,1,30.75,73.186911447084,01,06
5761,ZR,2019-01-06,2019-01-11,5,25.044,34.994984025559,01,06
2213,ET,2019-01-06,2019-01-12,6,25.58166667,67.070353698778,01,06
2212,ZI,2019-01-06,2019-01-12,6,28.82,56.031286645375005,01,06
12262,ZL,2019-01-06,2019-01-09,3,91.05333333,99.91122935677099,01,06
3918,ZE,2019-01-06,2019-01-14,8,19.585,58.354916061706,01,06
10634,ET,2019-01-06,2019-01-13,7,23.97857143,57.737712448199,01,06
3936,ET,2019-01-06,2019-01-10,4,38.3075,88.94260350318501,01,06
243,ZD,2019-01-06,2019-01-13,7,27.73428571,50.105950836299,01,06
5582,ZR,2019-01-06,2019-01-10,4,25.04,26.803982371795,01,06
5564,ZR,2019-01-06,2019-01-13,7,18.22857143,35.998386943974,01,06
5563,ZL,2019-01-06,2019-01-13,7,56.05428571,66.64128617418,01,06
9019,ZD,2019-01-06,2019-01-15,9,23.32666667,49.038859840752,01,06
5583,ZT,2019-01-06,2019-01-14,8,17.45625,43.231981907895005,01,06
7319,AL,2019-01-06,2019-01-14,8,21.55,57.567907166124,01,06
2081,ZI,2019-01-06,2019-01-09,3,39.19333333,68.369022882987,01,06
10654,ZR,2019-01-06,2019-01-09,3,25.04,30.571359403687,01,06
7318,AL,2019-01-06,2019-01-10,4,34.19,88.889968253968,01,06
9022,ZD,2019-01-06,2019-01-11,5,38.316,68.428793650794,01,06
380,AL,2019-01-06,2019-01-08,2,27.34,70.787225806452,01,06
7317,ZT,2019-01-06,2019-01-10,4,24.9625,26.724601910828,01,06
382,ZD,2019-01-06,2019-01-10,4,38.8175,59.356349206349,01,06
9021,ZT,2019-01-06,2019-01-15,9,16.89888889,28.932593795065,01,06
383,ZI,2019-01-06,2019-01-10,4,39.195,65.501992063492,01,06
9023,ZT,2019-01-06,2019-01-11,5,24.966,33.242581469649004,01,06
7315,ZE,2019-01-06,2019-01-09,3,31.42666667,66.06396396418,01,06
2125,ZR,2019-01-06,2019-01-08,2,25.045,25.331843817787,01,06
10736,ZL,2019-01-06,2019-01-12,6,63.59833333,76.063795698323,01,06
2126,ZI,2019-01-06,2019-01-08,2,39.195,77.514903225806,01,06
10742,ZL,2019-01-06,2019-01-11,5,76.002,92.065324840764,01,06
2014,ZT,2019-01-06,2019-01-13,7,18.17285714,34.597096170948,01,06
7313,ZE,2019-01-06,2019-01-07,1,26.49,72.96103117506,01,06
4003,ET,2019-01-06,2019-01-14,8,23.3075,60.354174757282,01,06
7312,ZL,2019-01-06,2019-01-07,1,90.45,93.161068376068,01,06
3940,AL,2019-01-06,2019-01-12,6,25.59666667,63.882067099221004,01,06
10646,ZR,2019-01-06,2019-01-07,1,25.04,32.383897550111,01,06
384,ZE,2019-01-06,2019-01-10,4,31.4225,59.764111785095,01,06
9020,ZR,2019-01-06,2019-01-15,9,16.95555556,25.09705646777,01,06
12482,ZT,2019-01-07,2019-01-12,5,24.966,28.8010875,01,07
12481,ZL,2019-01-07,2019-01-12,5,75.192,89.58112883435601,01,07
2077,ZD,2019-01-07,2019-01-08,1,38.81,71.262820512821,01,07
10636,AL,2019-01-07,2019-01-14,7,22.22,53.882575894781,01,07
10637,ET,2019-01-07,2019-01-14,7,23.97857143,57.4108156975,01,07
1896,ZL,2019-01-07,2019-01-14,7,54.06714286,65.52942945662501,01,07
2009,ZI,2019-01-07,2019-01-10,3,39.19333333,72.181767956188,01,07
2100,ET,2019-01-07,2019-01-12,5,32.942,80.007030864198,01,07
2112,ZD,2019-01-07,2019-01-11,4,38.8175,63.701053719007994,01,07
2122,ZT,2019-01-07,2019-01-15,8,17.45625,33.649112776025,01,07
2123,ET,2019-01-07,2019-01-15,8,23.3075,55.367234375,01,07
2124,ZE,2019-01-07,2019-01-15,8,19.51375,54.781342512909,01,07
2127,ZT,2019-01-07,2019-01-09,2,24.965,36.051005665721995,01,07
2128,ZD,2019-01-07,2019-01-09,2,38.82,67.130224719101,01,07
2129,ZL,2019-01-07,2019-01-09,2,88.98,94.486484593838,01,07
1957,ZL,2019-01-07,2019-01-16,9,54.63444444,68.489631964732,01,07
2130,AL,2019-01-07,2019-01-09,2,27.34,67.97147887323901,01,07
2301,ET,2019-01-07,2019-01-09,2,30.76,70.821974789916,01,07
1972,ZD,2019-01-07,2019-01-10,3,38.81666667,64.760752985234,01,07
7308,AL,2019-01-07,2019-01-16,9,21.02777778,52.797593172853006,01,07
12359,ZE,2019-01-07,2019-01-16,9,18.99444444,51.864692409847,01,07
10429,ZL,2019-01-07,2019-01-15,8,54.38625,68.90875390625,01,07
10416,ZR,2019-01-07,2019-01-08,1,25.04,42.687331460674,01,07
5354,ZL,2019-01-07,2019-01-08,1,88.98,97.175326086957,01,07
10402,AL,2019-01-07,2019-01-11,4,38.8025,72.308698910082,01,07
5515,ZI,2019-01-07,2019-01-12,5,34.328,64.92935625,01,07
5516,AL,2019-01-07,2019-01-12,5,30.4,74.58448,01,07
5517,ZE,2019-01-07,2019-01-12,5,27.852,57.922496666667,01,07
5520,ZT,2019-01-07,2019-01-14,7,18.17285714,32.923114826614,01,07
7063,ZI,2019-01-07,2019-01-14,7,24.88428571,47.784182063281,01,07
5554,ZR,2019-01-07,2019-01-13,6,21.06833333,24.230819395552,01,07
5555,ZT,2019-01-07,2019-01-13,6,21.00166667,24.465910090163998,01,07
5559,ZR,2019-01-07,2019-01-15,8,17.5125,36.520043512658,01,07
7153,ZT,2019-01-07,2019-01-10,3,24.96333333,38.459238623955,01,07
7154,AL,2019-01-07,2019-01-10,3,27.34,67.183681318269,01,07
7155,ZL,2019-01-07,2019-01-10,3,91.01333333,95.53908172551,01,07
7316,ZR,2019-01-07,2019-01-09,2,25.045,36.208640226629,01,07
7296,ZI,2019-01-07,2019-01-15,8,24.215,48.003107255521,01,07
10476,ZE,2019-01-07,2019-01-11,4,31.4225,57.486396946565,01,07
10481,ET,2019-01-07,2019-01-13,6,27.71333333,66.916317708031,01,07
10489,AL,2019-01-07,2019-01-08,1,27.32,69.446910569106,01,07
3939,AL,2019-01-07,2019-01-15,8,21.55,53.823411214953005,01,07
12358,ZR,2019-01-07,2019-01-16,9,16.95555556,29.828612880669,01,07
12276,ZE,2019-01-07,2019-01-09,2,31.425,66.141975409836,01,07
12254,ZT,2019-01-07,2019-01-08,1,24.97,42.614369747899,01,07
12253,ET,2019-01-07,2019-01-08,1,30.75,71.991864864865,01,07
12185,ZI,2019-01-07,2019-01-11,4,39.195,67.398261772853,01,07
10627,ZI,2019-01-07,2019-01-16,9,23.69444444,46.793259022197,01,07
12173,ZI,2019-01-07,2019-01-08,1,39.19,80.528222222222,01,07
3612,AL,2019-01-07,2019-01-13,6,25.59666667,62.30540103968799,01,07
10628,ZD,2019-01-07,2019-01-16,9,23.32666667,44.962236377547995,01,07
3613,ZD,2019-01-07,2019-01-13,6,28.38833333,52.368919955197,01,07
7307,ZT,2019-01-07,2019-01-16,9,16.89888889,29.320035274032,01,07
9050,ZR,2019-01-07,2019-01-12,5,25.044,28.860363636364003,01,07
3804,ZR,2019-01-07,2019-01-14,7,18.22857143,34.651098553512995,01,07
3805,ZE,2019-01-07,2019-01-14,7,20.25142857,41.864586594709,01,07
3816,ZT,2019-01-07,2019-01-11,4,24.9625,36.436830601093,01,07
10600,ZE,2019-01-07,2019-01-10,3,31.42666667,60.747558685352004,01,07
10599,ZR,2019-01-07,2019-01-10,3,25.04,35.819176136449,01,07
10490,ZE,2019-01-07,2019-01-08,1,31.43,71.34355661882,01,07
3717,ET,2019-01-07,2019-01-10,3,29.93333333,68.603652968986,01,07
3727,ZE,2019-01-07,2019-01-13,6,23.40833333,49.143732978082,01,07
8919,ZI,2019-01-07,2019-01-13,6,28.82,54.956721490428,01,07
133,ZL,2019-01-07,2019-01-13,6,62.92166667,74.830170277523,01,07
8901,ET,2019-01-07,2019-01-11,4,30.775,68.349146341463,01,07
8900,ZR,2019-01-07,2019-01-11,4,25.04,34.072862021858,01,07
8902,ZL,2019-01-07,2019-01-11,4,88.985,93.699281842818,01,07
244,ZD,2019-01-07,2019-01-14,7,24.51571429,45.703488581097005,01,07
381,ZI,2019-01-07,2019-01-09,2,39.195,75.72797752809,01,07
354,ZD,2019-01-07,2019-01-12,5,33.81,62.516866043613994,01,07
8933,ET,2019-01-07,2019-01-16,9,22.78666667,54.369583334906,01,07
8910,ZD,2019-01-07,2019-01-15,8,23.84625,45.650599369085,01,07
7096,ZT,2019-01-08,2019-01-16,8,17.45625,34.97488410596,01,08
1845,ZL,2019-01-08,2019-01-10,2,90.765,92.78459150326799,01,08
12241,ET,2019-01-08,2019-01-14,6,25.58166667,66.216349462968,01,08
1844,ET,2019-01-08,2019-01-10,2,22.885,66.423349834983,01,08
1872,ZL,2019-01-08,2019-01-12,4,91.2775,93.266647909968,01,08
5320,ZI,2019-01-08,2019-01-11,3,39.19333333,66.527689029968,01,08
12339,ZI,2019-01-08,2019-01-13,5,34.328,66.910498402556,01,08
7118,ZT,2019-01-08,2019-01-15,7,18.17285714,32.273062557549,01,08
7117,ZI,2019-01-08,2019-01-15,7,24.88428571,47.816285713213,01,08
10436,ZT,2019-01-08,2019-01-10,2,24.965,28.037698675496998,01,08
5279,AL,2019-01-08,2019-01-09,1,23.95,64.047770700637,01,08
12282,ZR,2019-01-08,2019-01-16,8,17.5125,34.815908333333,01,08
12059,ZT,2019-01-08,2019-01-09,1,24.97,40.150739549839,01,08
10611,ZD,2019-01-08,2019-01-15,7,24.51571429,46.732107729607,01,08
10626,ZE,2019-01-08,2019-01-13,5,27.852,59.26776182708,01,08
324,ZI,2019-01-08,2019-01-14,6,28.82,55.365550108268,01,08
5347,ZL,2019-01-08,2019-01-14,6,64.04333333,75.425763889295,01,08
1910,ET,2019-01-08,2019-01-09,1,26.83,66.863067092652,01,08
12340,ET,2019-01-08,2019-01-13,5,30.384,79.048948387097,01,08
7187,ET,2019-01-08,2019-01-12,4,26.8425,66.919132165605,01,08
10523,ZR,2019-01-08,2019-01-11,3,25.04,27.061916933195,01,08
10524,ZE,2019-01-08,2019-01-11,3,27.20666667,58.165053419599,01,08
7211,AL,2019-01-08,2019-01-10,2,23.955,63.409379084967,01,08
1911,ZL,2019-01-08,2019-01-09,1,90.72,92.93215189873399,01,08
10525,ZI,2019-01-08,2019-01-10,2,39.195,64.98093220339,01,08
5234,ZD,2019-01-08,2019-01-09,1,38.81,65.881318327974,01,08
12203,ZD,2019-01-08,2019-01-17,9,23.32666667,44.50030107571,01,08
7222,ZR,2019-01-08,2019-01-17,9,16.95555556,29.718752247410997,01,08
7223,ET,2019-01-08,2019-01-17,9,22.54777778,53.006427295949,01,08
7224,ZL,2019-01-08,2019-01-17,9,56.06666667,68.315445155962,01,08
7159,ZI,2019-01-08,2019-01-12,4,39.195,66.052852564103,01,08
1855,ZE,2019-01-08,2019-01-17,9,18.99444444,45.05411037211,01,08
8661,ZE,2019-01-08,2019-01-09,1,31.43,63.069010416667005,01,08
1854,ZL,2019-01-08,2019-01-16,8,56.58875,68.906084677419,01,08
7236,ZT,2019-01-08,2019-01-11,3,24.96333333,27.044065814840998,01,08
1866,ZL,2019-01-08,2019-01-11,3,91.01333333,92.909085174953,01,08
1867,ZD,2019-01-08,2019-01-11,3,38.81666667,63.552257721438,01,08
3803,ZT,2019-01-08,2019-01-14,6,21.00166667,23.450000002280003,01,08
1853,ET,2019-01-08,2019-01-16,8,23.06875,53.603599348534004,01,08
24,ET,2019-01-08,2019-01-15,7,22.59857143,56.627707856109,01,08
325,AL,2019-01-08,2019-01-14,6,25.59666667,62.546413158932,01,08
7201,ZI,2019-01-08,2019-01-09,1,39.19,68.378032786885,01,08
3655,AL,2019-01-08,2019-01-17,9,20.46888889,51.624961074236005,01,08
3654,ZT,2019-01-08,2019-01-17,9,16.89888889,30.873387096839,01,08
5494,ZT,2019-01-08,2019-01-13,5,24.966,28.130172523962003,01,08
2073,ZR,2019-01-08,2019-01-14,6,21.06833333,23.209166664900998,01,08
3590,ZI,2019-01-08,2019-01-16,8,24.215,44.589090531561006,01,08
3633,ZL,2019-01-08,2019-01-15,7,55.02714286,65.345346808521,01,08
5497,ZD,2019-01-08,2019-01-16,8,23.84625,44.035335264901,01,08
3591,AL,2019-01-08,2019-01-16,8,20.98875,52.223474919094,01,08
8626,ZD,2019-01-08,2019-01-10,2,38.82,60.883605442177,01,08
3522,ZR,2019-01-08,2019-01-10,2,25.045,28.097508305648,01,08
8917,ZD,2019-01-08,2019-01-13,5,33.81,65.576460063898,01,08
119,ET,2019-01-08,2019-01-11,3,22.31,66.111513228603,01,08
8916,AL,2019-01-08,2019-01-13,5,30.4,74.077503225806,01,08
120,AL,2019-01-08,2019-01-11,3,23.97,64.171167192271,01,08
8915,ZR,2019-01-08,2019-01-13,5,25.044,28.134938110749,01,08
8726,ZE,2019-01-08,2019-01-14,6,23.40833333,49.172381320604,01,08
3667,ZT,2019-01-08,2019-01-12,4,24.9625,26.409808306709,01,08
3666,ZR,2019-01-08,2019-01-12,4,25.04,26.473012820513002,01,08
8884,AL,2019-01-08,2019-01-12,4,23.97,70.510297427653,01,08
8742,ZR,2019-01-08,2019-01-09,1,25.04,38.333621794871995,01,08
3577,ZE,2019-01-08,2019-01-10,2,31.425,56.937098138748,01,08
8835,ZE,2019-01-08,2019-01-15,7,20.24285714,43.466608946464994,01,08
1770,AL,2019-01-08,2019-01-15,7,22.80285714,55.026794872212,01,08
7051,ZR,2019-01-08,2019-01-15,7,18.22857143,31.892584586513,01,08
132,ZL,2019-01-08,2019-01-13,5,76.538,90.350165079365,01,08
108,ZI,2019-01-08,2019-01-17,9,23.69444444,45.513674936634,01,08
5464,ZD,2019-01-08,2019-01-14,6,28.38833333,53.911535946601,01,08
125,ZE,2019-01-08,2019-01-12,4,27.205,56.380968649518,01,08
10389,ZD,2019-01-08,2019-01-12,4,38.8175,62.886677316294005,01,08
8926,ZE,2019-01-08,2019-01-16,8,19.51375,45.125214041096,01,08
1938,AL,2019-01-09,2019-01-17,8,21.55,53.811450320513,01,09
8770,ZI,2019-01-09,2019-01-16,7,24.88428571,43.039677728519,01,09
5224,AL,2019-01-09,2019-01-15,6,30.525,66.552473289744,01,09
7183,ZD,2019-01-09,2019-01-12,3,38.81666667,62.582470930669004,01,09
7004,ZI,2019-01-09,2019-01-11,2,39.195,68.738839285714,01,09
7180,ET,2019-01-09,2019-01-17,8,23.3075,55.093175566343,01,09
1862,ZR,2019-01-09,2019-01-11,2,25.045,35.846721068249,01,09
235,ZE,2019-01-09,2019-01-16,7,20.25142857,46.206082426645004,01,09
1939,ZE,2019-01-09,2019-01-17,8,19.585,43.795388888889,01,09
1747,ET,2019-01-09,2019-01-10,1,23.84,67.008005617978,01,09
7151,ZT,2019-01-09,2019-01-12,3,24.96333333,51.86794573625,01,09
7061,ZE,2019-01-09,2019-01-14,5,27.852,58.015375594294994,01,09
12326,ET,2019-01-09,2019-01-18,9,22.78666667,54.459440861097,01,09
8845,ZL,2019-01-09,2019-01-11,2,88.98,93.97582111437,01,09
10655,AL,2019-01-09,2019-01-12,3,23.97,64.175416666903,01,09
5454,ZE,2019-01-09,2019-01-12,3,28.54333333,59.496859545415,01,09
10518,ZD,2019-01-09,2019-01-17,8,23.84625,42.063551779935004,01,09
1985,ZT,2019-01-09,2019-01-16,7,18.17285714,28.255057526140998,01,09
1986,ZD,2019-01-09,2019-01-16,7,24.51571429,42.189437231751,01,09
5359,AL,2019-01-09,2019-01-10,1,21.14,64.124119318182,01,09
340,ZI,2019-01-09,2019-01-12,3,39.19333333,66.718367346268,01,09
7152,ZL,2019-01-09,2019-01-12,3,91.05333333,94.848104762086,01,09
1987,ZL,2019-01-09,2019-01-16,7,55.03857143,67.309912442742,01,09
7121,ZT,2019-01-09,2019-01-15,6,21.00166667,29.76094771415,01,09
12255,ZD,2019-01-09,2019-01-10,1,38.81,64.646420118343,01,09
277,ET,2019-01-09,2019-01-15,6,26.615,67.51991987109,01,09
5503,AL,2019-01-09,2019-01-13,4,23.97,69.09159482758601,01,09
5504,ZL,2019-01-09,2019-01-13,4,90.99,94.26021613832899,01,09
7064,ZR,2019-01-09,2019-01-17,8,17.5125,37.936838474026,01,09
12224,ZL,2019-01-09,2019-01-17,8,54.3675,66.407512057878,01,09
5518,ET,2019-01-09,2019-01-14,5,31.624,78.32190353697699,01,09
5519,ZD,2019-01-09,2019-01-14,5,33.81,58.483145631068,01,09
1948,ZT,2019-01-09,2019-01-13,4,24.9625,48.14056379821999,01,09
7110,ZD,2019-01-09,2019-01-13,4,38.8175,62.194599406528,01,09
5505,ZE,2019-01-09,2019-01-13,4,25.565,56.801724519941,01,09
3550,ZT,2019-01-09,2019-01-18,9,16.89888889,30.896326456352,01,09
10333,ZD,2019-01-09,2019-01-18,9,23.32666667,41.875617083518,01,09
2083,ET,2019-01-09,2019-01-12,3,26.84333333,66.363428845559,01,09
12041,ZI,2019-01-09,2019-01-15,6,28.82,50.952777777921,01,09
10332,AL,2019-01-09,2019-01-18,9,21.02777778,53.286064813237,01,09
4,ZT,2019-01-09,2019-01-10,1,24.97,46.776790830946,01,09
10396,ZI,2019-01-09,2019-01-14,5,34.328,59.791902912621005,01,09
10401,ZE,2019-01-09,2019-01-18,9,18.15222222,44.545972443242995,01,09
2102,ZT,2019-01-09,2019-01-14,5,24.966,35.890896774194005,01,09
10408,ZR,2019-01-09,2019-01-15,6,21.06833333,29.090310456536002,01,09
3682,ET,2019-01-09,2019-01-13,4,20.8475,66.272278571429,01,09
3801,ZL,2019-01-09,2019-01-14,5,76.552,91.616415335463,01,09
78,ZL,2019-01-09,2019-01-18,9,53.84666667,65.56774204890701,01,09
3745,AL,2019-01-09,2019-01-16,7,24.82,55.263555455847,01,09
355,AL,2019-01-09,2019-01-14,5,36.318,76.835479365079,01,09
3744,ET,2019-01-09,2019-01-16,7,22.96857143,56.425970696154,01,09
7298,ZR,2019-01-09,2019-01-10,1,25.04,45.979312320916996,01,09
7297,ZE,2019-01-09,2019-01-10,1,25.91,65.809671641791,01,09
3724,ZI,2019-01-09,2019-01-10,1,39.19,75.75838150288999,01,09
7292,ZR,2019-01-09,2019-01-18,9,16.95555556,31.166275787133998,01,09
7291,ZI,2019-01-09,2019-01-18,9,23.69444444,42.873427740752,01,09
12042,ZE,2019-01-09,2019-01-15,6,23.40833333,47.658349808386,01,09
2101,ZR,2019-01-09,2019-01-14,5,25.044,35.121849180328,01,09
2082,ZR,2019-01-09,2019-01-12,3,25.04,52.065921568912,01,09
1876,ZI,2019-01-09,2019-01-13,4,39.195,64.921409495549,01,09
2025,ZL,2019-01-09,2019-01-15,6,64.055,77.875747862821,01,09
1863,ZT,2019-01-09,2019-01-11,2,24.965,38.323442136499,01,09
3597,ET,2019-01-09,2019-01-11,2,26.825,67.999382352941,01,09
3598,ZE,2019-01-09,2019-01-11,2,25.905,60.747647503782,01,09
8610,ZD,2019-01-09,2019-01-15,6,28.38833333,50.063991227862,01,09
3611,ZR,2019-01-09,2019-01-13,4,25.04,50.336143939394,01,09
12158,ZD,2019-01-09,2019-01-11,2,38.82,63.114940652819,01,09
197,ZI,2019-01-09,2019-01-17,8,24.215,43.39616883116901,01,09
3573,ZL,2019-01-09,2019-01-10,1,88.98,94.06659154929599,01,09
198,ZT,2019-01-09,2019-01-17,8,17.45625,35.577965210356005,01,09
151,ZR,2019-01-09,2019-01-16,7,18.22857143,28.171967930475997,01,09
182,AL,2019-01-09,2019-01-11,2,23.955,65.309765395894,01,09
1981,ZI,2019-01-10,2019-01-15,5,34.328,58.698550819672,01,10
1978,ZR,2019-01-10,2019-01-13,3,25.04,57.236157233697995,01,10
1816,ZE,2019-01-10,2019-01-17,7,20.25142857,44.838657052303,01,10
266,ZR,2019-01-10,2019-01-14,4,25.04,48.824294871795,01,10
8666,ZT,2019-01-10,2019-01-11,1,24.97,47.576900958466,01,10
5422,ZL,2019-01-10,2019-01-16,6,62.47166667,74.58022258394101,01,10
7090,ZI,2019-01-10,2019-01-16,6,28.82,49.317350000367,01,10
3555,ET,2019-01-10,2019-01-18,8,23.3075,54.972556818182,01,10
7091,AL,2019-01-10,2019-01-16,6,30.525,66.762852458492,01,10
3705,ZL,2019-01-10,2019-01-14,4,90.915,93.74558681672,01,10
8745,ZR,2019-01-10,2019-01-12,2,25.045,40.758816225166,01,10
10362,ZT,2019-01-10,2019-01-16,6,21.00166667,27.685965785298,01,10
226,ET,2019-01-10,2019-01-13,3,22.44,66.20155096939999,01,10
3695,ZR,2019-01-10,2019-01-19,9,17.63777778,26.56989664093,01,10
1815,AL,2019-01-10,2019-01-17,7,24.82,55.001904760971,01,10
1777,ZI,2019-01-10,2019-01-17,7,24.88428571,43.824123808667004,01,10
223,ZI,2019-01-10,2019-01-12,2,29.46,43.576688741722,01,10
8623,ZE,2019-01-10,2019-01-11,1,31.43,69.781261398176,01,10
1778,ZL,2019-01-10,2019-01-17,7,53.68285714,66.164934640752,01,10
8624,ZL,2019-01-10,2019-01-12,2,91.34,93.76335526315799,01,10
1958,ZT,2019-01-10,2019-01-19,9,18.40555556,27.497441860664,01,10
3511,ZT,2019-01-10,2019-01-18,8,18.995,30.812034883720997,01,10
1887,ZI,2019-01-10,2019-01-14,4,29.46,39.434441747573,01,10
1805,ZT,2019-01-10,2019-01-14,4,24.9625,47.049294871795,01,10
3501,ZD,2019-01-10,2019-01-17,7,24.51571429,42.867333334633,01,10
3616,ET,2019-01-10,2019-01-19,9,22.78666667,54.014282633042,01,10
228,ZE,2019-01-10,2019-01-13,3,24.96666667,56.205087563028,01,10
267,ZL,2019-01-10,2019-01-13,3,90.91666667,93.553936567519,01,10
1814,ZT,2019-01-10,2019-01-17,7,18.17285714,28.474799999033,01,10
227,AL,2019-01-10,2019-01-13,3,25.04666667,64.085851988246,01,10
3696,ZD,2019-01-10,2019-01-19,9,23.32666667,41.409018088704,01,10
207,ZL,2019-01-10,2019-01-19,9,53.47444444,64.16239288212401,01,10
1982,ET,2019-01-10,2019-01-15,5,31.624,78.793533980583,01,10
7199,AL,2019-01-10,2019-01-18,8,21.55,53.065295081967,01,10
12196,ZT,2019-01-10,2019-01-12,2,24.965,37.049074380165,01,10
5292,ZT,2019-01-10,2019-01-15,5,24.966,34.611385620915,01,10
10540,ZR,2019-01-10,2019-01-15,5,25.044,36.412862745097996,01,10
12156,ZD,2019-01-10,2019-01-16,6,28.38833333,48.61573089597999,01,10
10510,ZE,2019-01-10,2019-01-15,5,26.578,58.282375384615,01,10
5285,ZT,2019-01-10,2019-01-13,3,24.96333333,52.67504780153,01,10
5281,ZR,2019-01-10,2019-01-11,1,25.04,49.241762820513,01,10
7092,ZE,2019-01-10,2019-01-16,6,22.34666667,47.78363512832,01,10
81,ZE,2019-01-10,2019-01-18,8,18.6075,43.455140625,01,10
5255,ZE,2019-01-10,2019-01-19,9,18.08888889,43.77090451350001,01,10
10565,AL,2019-01-10,2019-01-19,9,21.02777778,52.357263572913,01,10
12095,ZR,2019-01-10,2019-01-18,8,18.3075,30.023995833333,01,10
7238,ZD,2019-01-10,2019-01-14,4,28.805,46.299671474358995,01,10
7237,ET,2019-01-10,2019-01-14,4,23.59,67.20782362459501,01,10
12107,AL,2019-01-10,2019-01-11,1,21.14,69.107877813505,01,10
8903,ET,2019-01-10,2019-01-17,7,26.87571429,56.706897033474,01,10
5240,ZD,2019-01-10,2019-01-12,2,28.805,45.741605960265,01,10
